ClienteID,Region,Sucursal,Canal,Producto,Fecha_Desembolso,Ingreso_Mensual_Gs,Score_Crediticio,Monto_Gs,TNA_%,Pagos_Por_Anio,Mora,Mora_Dias,Meses_Recuperacion
CLI-008792,Presidente Hayes,Ciudad del Este,App,Vehicular,2023-12-15,17199473,675,10000000,15.5,12,1,120,0
CLI-008793,San Pedro,Coronel Oviedo,Online,Educativo,2022-11-29,3935901,607,16968693,18.23,6,0,0,8
CLI-008794,Caazapá,Salto del Guairá,Online,PyME,2024-05-21,29420999,824,27259323,14.33,6,1,180,0
CLI-008795,Canindeyú,Asunción Centro,Aliado,Vehicular,2024-06-19,4261954,651,18534295,24.71,12,1,270,0
CLI-008796,Itapúa,Caacupé,App,Vivienda,2023-01-08,5329751,596,61247349,9.33,6,0,0,14
CLI-008797,Alto Paraguay,Asunción Luque,Aliado,Educativo,2024-02-19,6963328,610,7412011,14.61,12,1,30,0
CLI-008798,Itapúa,Fuerte Olimpo,Online,PyME,2023-04-28,2488386,594,70834779,20.48,12,0,0,50
CLI-008799,San Pedro,Pilar,App,PyME,2023-12-28,5073202,385,84274482,20.45,4,0,0,25
CLI-008800,Caaguazú,Encarnación,Sucursal,PyME,2022-06-01,6900414,486,80946782,31.31,12,1,90,0
CLI-008801,Itapúa,Pilar,Online,PyME,2024-10-04,5978336,594,20000000,23.72,12,1,240,0
CLI-008802,Canindeyú,Fuerte Olimpo,Aliado,Tarjeta,2024-11-29,10582247,588,1000000,44.77,12,0,0,13
CLI-008803,Presidente Hayes,Asunción Centro,Sucursal,Vivienda,2023-11-15,3967841,769,30000000,12.47,12,1,120,0
CLI-008804,Itapúa,Caazapá,App,Consumo,2023-01-09,9116053,619,2000000,32.59,12,0,0,7
CLI-008805,Alto Paraguay,Caazapá,Sucursal,Consumo,2022-10-09,9451661,636,7422477,20.57,4,0,0,58
CLI-008806,Central,Concepción,Aliado,Vehicular,2023-03-08,12496248,568,10000000,24.15,4,0,0,36
CLI-008807,Canindeyú,Villa Hayes,App,Vehicular,2024-06-26,3874474,525,10000000,25.99,4,1,360,0
CLI-008808,Asunción,San Juan Bautista,Aliado,Tarjeta,2022-01-06,2560297,793,1596377,38.24,12,1,180,0
CLI-008809,Central,Asunción Centro,Aliado,Educativo,2025-02-19,5371681,553,4000000,19.32,6,0,0,10
CLI-008810,Caaguazú,Villarrica,Sucursal,Tarjeta,2025-01-17,5113701,731,2428098,31.81,12,1,360,0
CLI-008811,Cordillera,Pedro Juan Caballero,Aliado,Vivienda,2025-07-13,7688166,540,43321945,10.73,4,0,0,48
CLI-008812,Caazapá,Asunción Centro,Aliado,Educativo,2022-11-22,14540126,422,6986702,15.66,6,0,0,45
CLI-008813,Paraguarí,Salto del Guairá,Sucursal,Vivienda,2024-03-13,8836198,510,41464389,12.17,4,0,0,9
CLI-008814,Asunción,Salto del Guairá,Aliado,Consumo,2023-04-14,4170779,660,12038864,31.05,6,1,180,0
CLI-008815,Misiones,Villa Hayes,App,Tarjeta,2023-07-17,4113400,693,1010235,40.77,12,0,0,7
CLI-008816,Alto Paraná,Asunción San Lorenzo,Aliado,Consumo,2022-11-08,3700901,538,4354063,26.31,4,0,0,58
CLI-008817,Alto Paraguay,Asunción Centro,Aliado,Educativo,2022-09-04,4974457,557,12980235,17.21,12,1,120,0
CLI-008818,Alto Paraná,Villa Hayes,App,Tarjeta,2023-05-11,4625458,667,1891325,49.64,12,0,0,6
CLI-008819,Ñeembucú,Asunción San Lorenzo,Sucursal,Tarjeta,2024-06-05,4251669,547,2231972,43.17,12,0,0,24
CLI-008820,Central,Concepción,Aliado,Educativo,2024-01-30,2570590,634,4740114,18.05,6,0,0,17
CLI-008821,Caazapá,Concepción,App,Vivienda,2023-10-20,12233643,558,30000000,14.06,12,1,240,0
CLI-008822,Boquerón,Concepción,Aliado,Consumo,2022-03-05,7416931,741,19939871,28.09,4,0,0,22
CLI-008823,Alto Paraguay,Concepción,Online,Tarjeta,2022-05-29,5301829,579,5684997,40.83,12,0,0,47
CLI-008824,Asunción,Asunción Luque,Aliado,Consumo,2023-08-04,3875879,604,15847114,19.43,6,0,0,39
CLI-008825,Ñeembucú,Asunción San Lorenzo,Sucursal,Educativo,2025-01-15,6100100,651,45560833,14.32,6,0,0,58
CLI-008826,Alto Paraguay,Pedro Juan Caballero,Aliado,Consumo,2022-03-30,4425727,639,4065045,19.43,4,1,30,0
CLI-008827,San Pedro,Villa Hayes,App,Consumo,2022-07-09,2341971,634,2000000,30.94,6,0,0,12
CLI-008828,Caazapá,Caacupé,Sucursal,PyME,2022-11-06,5432037,709,20000000,20.57,6,0,0,20
CLI-008829,Central,San Pedro del Ycuamandiyú,Sucursal,PyME,2022-05-12,8384483,730,43637872,15.78,4,0,0,7
CLI-008830,Asunción,Fuerte Olimpo,Sucursal,Consumo,2024-01-03,17180145,624,6523674,36.52,4,0,0,45
CLI-008831,Alto Paraná,Asunción Centro,Sucursal,Educativo,2022-05-09,1800000,748,12223641,21.61,6,0,0,16
CLI-008832,Asunción,Encarnación,Online,Educativo,2023-12-11,1800000,644,6446739,16.27,12,1,360,0
CLI-008833,Presidente Hayes,Asunción Luque,App,Tarjeta,2024-07-25,11125842,645,2638101,46.21,12,1,300,0
CLI-008834,Itapúa,Coronel Oviedo,Online,Educativo,2022-03-05,5791585,575,16096653,13.16,12,0,0,33
CLI-008835,Alto Paraná,Asunción Luque,Aliado,Educativo,2024-11-04,10033987,606,4000000,10.36,12,0,0,10
CLI-008836,San Pedro,Caazapá,App,Tarjeta,2023-09-27,7179169,530,1430476,36.23,12,0,0,31
CLI-008837,Caazapá,Coronel Oviedo,Online,Consumo,2024-11-21,4131978,732,3527840,31.34,4,0,0,20
CLI-008838,Canindeyú,Concepción,App,Tarjeta,2023-11-20,10469652,555,3774134,37.52,12,0,0,46
CLI-008839,Alto Paraguay,Caazapá,Sucursal,Consumo,2024-04-02,4131376,746,4648665,38.04,4,0,0,42
CLI-008840,Misiones,Fuerte Olimpo,Online,Vehicular,2024-12-07,3415177,822,35708855,22.01,6,0,0,27
CLI-008841,Paraguarí,Caacupé,Aliado,Vehicular,2024-12-14,1800000,578,37062851,16.4,12,0,0,22
CLI-008842,Alto Paraná,Concepción,Online,Consumo,2024-11-28,12727211,641,13547893,18.13,12,0,0,36
CLI-008843,Canindeyú,Caacupé,Online,Vivienda,2025-08-10,5220935,627,132650648,9.35,4,0,0,35
CLI-008844,Guairá,Caazapá,Sucursal,Consumo,2025-06-11,3065907,652,5043790,19.52,4,1,360,0
CLI-008845,Alto Paraguay,Coronel Oviedo,Aliado,Consumo,2023-01-04,7003712,813,3550275,20.2,4,0,0,33
CLI-008846,Paraguarí,Ciudad del Este,Aliado,PyME,2023-04-02,5430209,574,33151921,21.78,12,0,0,55
CLI-008847,Amambay,Asunción Centro,Aliado,Consumo,2024-07-14,10288315,721,10926791,23.91,12,0,0,30
CLI-008848,Paraguarí,Asunción Centro,App,PyME,2023-10-11,2475429,697,20000000,14.3,4,0,0,52
CLI-008849,Ñeembucú,Asunción San Lorenzo,App,Vehicular,2022-08-20,4781767,627,36046079,18.81,4,0,0,43
CLI-008850,Cordillera,Asunción Luque,Online,Consumo,2023-06-27,13956075,530,5458356,33.46,4,0,0,44
CLI-008851,Ñeembucú,Coronel Oviedo,Sucursal,Tarjeta,2023-02-20,10680315,662,1000000,30.82,12,0,0,28
CLI-008852,Misiones,Caacupé,Online,Vivienda,2024-04-14,18183883,520,30000000,9.19,12,0,0,28
CLI-008853,Cordillera,Encarnación,Sucursal,Vehicular,2025-06-28,1800000,612,65629894,25.05,4,0,0,35
CLI-008854,Central,Filadelfia,Sucursal,Vehicular,2024-09-23,2076247,509,25131667,24.26,6,0,0,8
CLI-008855,Alto Paraguay,Pilar,Sucursal,Consumo,2023-07-19,11093017,621,35989878,24.04,6,0,0,8
CLI-008856,Alto Paraguay,Fuerte Olimpo,Online,Consumo,2025-01-27,25228771,632,8191648,16.75,12,0,0,56
CLI-008857,Presidente Hayes,Villa Hayes,Sucursal,Educativo,2024-12-02,4231269,664,10417042,17.02,6,0,0,48
CLI-008858,Presidente Hayes,Asunción San Lorenzo,Online,Educativo,2025-07-24,3452122,542,4000000,21.76,6,0,0,34
CLI-008859,Ñeembucú,San Juan Bautista,Aliado,Vehicular,2025-09-05,3091743,627,22601036,12.93,12,1,270,0
CLI-008860,Misiones,Ciudad del Este,Online,Educativo,2022-01-26,10253985,611,8738619,18.4,6,0,0,60
CLI-008861,Boquerón,Coronel Oviedo,Online,Vivienda,2022-06-02,11713060,638,60033904,17.71,4,1,120,0
CLI-008862,Alto Paraguay,Asunción Luque,App,Educativo,2024-05-01,4040409,559,5914595,10.39,6,1,30,0
CLI-008863,Boquerón,Asunción Luque,Aliado,Consumo,2024-12-18,2424412,648,4659671,35.5,4,0,0,59
CLI-008864,Caaguazú,Villa Hayes,Online,Vivienda,2023-04-21,5262660,690,30000000,10.91,4,0,0,13
CLI-008865,Misiones,Asunción Luque,Online,Educativo,2022-11-01,1800000,570,6337746,14.09,12,1,90,0
CLI-008866,Cordillera,Pedro Juan Caballero,Aliado,Vehicular,2022-08-16,10166191,675,12780102,15.86,6,0,0,47
CLI-008867,Ñeembucú,Salto del Guairá,Online,PyME,2022-08-19,3867341,720,34762546,20.32,6,0,0,57
CLI-008868,Misiones,Villarrica,Sucursal,Educativo,2024-04-10,4273912,649,11303200,13.06,12,0,0,27
CLI-008869,Asunción,Fuerte Olimpo,App,Tarjeta,2022-08-28,10403778,718,1000000,49.94,12,0,0,31
CLI-008870,Misiones,Coronel Oviedo,Online,Consumo,2024-11-08,2423984,522,5022456,19.77,4,1,90,0
CLI-008871,Concepción,Villarrica,App,Vehicular,2023-06-21,8942170,745,14178539,19.57,4,0,0,18
CLI-008872,Asunción,Caacupé,Sucursal,PyME,2025-09-03,6647632,658,20000000,15.14,4,0,0,53
CLI-008873,Presidente Hayes,Ciudad del Este,Aliado,Tarjeta,2023-09-02,6791212,588,2653485,36.33,12,0,0,25
CLI-008874,Alto Paraná,San Pedro del Ycuamandiyú,Sucursal,PyME,2023-08-13,7596560,660,36126181,27.38,4,0,0,39
CLI-008875,Canindeyú,Filadelfia,Aliado,Tarjeta,2025-05-14,3360888,593,1034515,31.33,12,1,300,0
CLI-008876,Misiones,Villa Hayes,Sucursal,Vivienda,2024-10-28,6515554,525,55959493,17.32,4,0,0,26
CLI-008877,Amambay,Villarrica,Online,Educativo,2022-04-11,4567364,614,14040821,13.1,12,0,0,34
CLI-008878,Presidente Hayes,Asunción Centro,App,Vehicular,2023-05-05,3496866,683,10000000,13.41,6,1,240,0
CLI-008879,Misiones,Salto del Guairá,Sucursal,Educativo,2025-07-18,16335153,645,7111278,16.99,12,1,300,0
CLI-008880,Presidente Hayes,Asunción San Lorenzo,App,PyME,2025-08-16,23597899,641,20000000,21.2,6,1,120,0
CLI-008881,Itapúa,Asunción Luque,Aliado,Tarjeta,2024-02-22,3199674,714,1000000,46.43,12,1,120,0
CLI-008882,Misiones,Asunción Luque,Online,Educativo,2024-07-18,6677648,669,10706003,13.19,6,0,0,19
CLI-008883,Itapúa,Coronel Oviedo,App,Consumo,2025-02-15,13770552,474,8343688,22.25,12,1,360,0
CLI-008884,Ñeembucú,Villa Hayes,Aliado,Tarjeta,2022-10-22,3074350,849,3659610,48.84,12,0,0,39
CLI-008885,Misiones,Salto del Guairá,Sucursal,Tarjeta,2024-06-21,5836760,592,1123926,42.12,12,1,360,0
CLI-008886,Amambay,Villarrica,Sucursal,Vivienda,2023-10-11,3921555,600,62446712,13.81,6,0,0,55
CLI-008887,Misiones,Caazapá,Aliado,Consumo,2023-02-22,5808750,591,17790826,28.43,4,0,0,54
CLI-008888,Central,San Juan Bautista,Sucursal,Consumo,2025-01-13,7163984,688,4786137,18.76,6,0,0,53
CLI-008889,Cordillera,Asunción Luque,Sucursal,Vivienda,2024-06-29,2106150,765,30000000,16.7,6,0,0,35
CLI-008890,Central,Villarrica,Sucursal,PyME,2022-09-25,5938345,601,148200153,23.41,6,0,0,29
CLI-008891,Presidente Hayes,Pedro Juan Caballero,Aliado,Educativo,2022-11-03,8126277,607,4650645,15.73,6,0,0,8
CLI-008892,Guairá,San Juan Bautista,Sucursal,Consumo,2024-03-31,7219004,723,20374619,39.61,12,1,240,0
CLI-008893,Cordillera,Fuerte Olimpo,Sucursal,Tarjeta,2024-02-20,6038706,735,1000000,35.73,12,0,0,5
CLI-008894,Cordillera,Encarnación,App,Vivienda,2023-11-14,2743662,731,35620205,14.86,12,1,90,0
CLI-008895,Amambay,Asunción Luque,App,Vehicular,2024-11-27,6418827,606,27912283,22.08,4,0,0,7
CLI-008896,Alto Paraná,Villarrica,Online,PyME,2025-07-23,9556182,662,57620774,20.82,6,1,180,0
CLI-008897,Itapúa,Encarnación,Sucursal,PyME,2022-07-26,7946369,757,92330303,14.5,12,0,0,33
CLI-008898,Ñeembucú,Caacupé,App,Tarjeta,2025-01-27,5378293,670,3059427,38.26,12,0,0,51
CLI-008899,Misiones,Concepción,Online,Consumo,2025-06-22,1800000,526,4954005,26.06,12,0,0,30
CLI-008900,Concepción,Villarrica,Aliado,Consumo,2023-05-16,5271883,847,7778385,32.79,4,0,0,56
CLI-008901,Amambay,San Pedro del Ycuamandiyú,Sucursal,PyME,2022-04-07,7482869,583,38710561,23.65,12,0,0,33
CLI-008902,Presidente Hayes,Caacupé,Aliado,Tarjeta,2022-03-13,2444764,655,1058010,40.8,12,1,330,0
CLI-008903,Canindeyú,Filadelfia,Online,Vehicular,2024-05-10,8546220,609,14443496,15.23,4,0,0,39
CLI-008904,Caaguazú,Filadelfia,Sucursal,Vivienda,2023-05-08,20716594,517,90446874,9.67,6,1,150,0
CLI-008905,Alto Paraguay,Coronel Oviedo,Sucursal,Educativo,2022-07-05,4897931,569,4393770,16.93,12,0,0,58
CLI-008906,San Pedro,Fuerte Olimpo,Online,Educativo,2024-11-15,2609503,545,4485595,12.48,6,0,0,25
CLI-008907,Caaguazú,San Juan Bautista,Aliado,Tarjeta,2024-09-09,4044204,509,1000000,32.93,12,0,0,15
CLI-008908,San Pedro,Asunción Luque,App,Educativo,2023-05-19,2858713,666,4000000,21.53,6,1,240,0
CLI-008909,Guairá,San Pedro del Ycuamandiyú,Online,Educativo,2024-05-05,3603674,600,4000000,12.12,6,1,150,0
CLI-008910,Caaguazú,Asunción Luque,Aliado,Consumo,2025-01-10,6342444,850,11140961,26.59,12,0,0,11
CLI-008911,Concepción,Asunción Centro,Aliado,Vivienda,2024-11-24,2167445,666,31850698,9.55,12,0,0,54
CLI-008912,Ñeembucú,Salto del Guairá,Online,Vehicular,2023-04-01,7208329,670,58570836,20.91,4,1,270,0
CLI-008913,San Pedro,Asunción Luque,Sucursal,Vehicular,2022-04-11,4040134,712,10000000,24.23,4,0,0,15
CLI-008914,Presidente Hayes,Concepción,Online,Vivienda,2023-03-07,2355012,579,30000000,9.78,12,0,0,7
CLI-008915,Cordillera,Asunción San Lorenzo,Online,Tarjeta,2024-08-17,4579240,641,1000000,47.07,12,0,0,12
CLI-008916,San Pedro,Fuerte Olimpo,Online,Vivienda,2022-01-21,6508435,440,49779668,12.75,12,1,330,0
CLI-008917,Caaguazú,San Juan Bautista,Aliado,PyME,2025-05-06,2857388,788,20000000,29.31,6,0,0,43
CLI-008918,Guairá,Concepción,Online,Tarjeta,2022-12-18,6037171,676,1223565,45.35,12,0,0,25
CLI-008919,Presidente Hayes,Encarnación,Online,Vivienda,2022-03-20,3086587,579,30000000,15.44,4,0,0,42
CLI-008920,Paraguarí,Ciudad del Este,Aliado,Tarjeta,2023-11-17,5109466,684,1084173,41.78,12,1,180,0
CLI-008921,Guairá,Coronel Oviedo,Aliado,Vehicular,2025-02-01,2748477,465,41474971,17.57,12,1,360,0
CLI-008922,Guairá,Coronel Oviedo,Sucursal,Consumo,2022-07-10,4290626,727,14612035,18.58,12,0,0,57
CLI-008923,Asunción,Caazapá,Sucursal,Vehicular,2024-02-25,7099052,570,13885431,18.31,4,1,180,0
CLI-008924,Canindeyú,Coronel Oviedo,App,Vivienda,2024-03-03,6259444,626,30000000,16.37,6,0,0,33
CLI-008925,Itapúa,Asunción Luque,Aliado,Educativo,2025-05-24,5425595,642,8997383,11.19,12,1,240,0
CLI-008926,Caazapá,Villarrica,Aliado,PyME,2024-10-24,6246321,647,40608628,18.06,12,0,0,18
CLI-008927,Concepción,Pedro Juan Caballero,App,Educativo,2023-10-03,3328933,817,8803996,13.66,12,1,120,0
CLI-008928,Cordillera,Asunción Centro,App,Tarjeta,2024-03-19,8351371,492,1480179,31.29,12,1,360,0
CLI-008929,Alto Paraguay,Fuerte Olimpo,Aliado,Consumo,2022-10-16,11678085,644,4009444,38.99,12,0,0,6
CLI-008930,Alto Paraná,Ciudad del Este,Sucursal,Vivienda,2025-07-27,2276900,691,88221729,16.43,4,1,360,0
CLI-008931,Ñeembucú,Filadelfia,Online,Vivienda,2022-05-08,6334084,810,96287922,12.38,4,0,0,57
CLI-008932,Canindeyú,Filadelfia,Sucursal,Consumo,2024-12-25,9303704,466,7209750,39.83,12,0,0,55
CLI-008933,Central,San Juan Bautista,Online,Vehicular,2023-05-27,2370492,490,62398431,19.86,6,1,210,0
CLI-008934,Cordillera,Villa Hayes,App,PyME,2024-02-01,17423683,764,64098121,18.43,4,0,0,4
CLI-008935,Alto Paraná,Pilar,Online,Consumo,2024-03-14,5853512,736,8469516,16.98,6,1,120,0
CLI-008936,Caaguazú,Villa Hayes,Online,Educativo,2022-11-29,6424312,520,18935172,16.2,6,1,60,0
CLI-008937,Asunción,Concepción,App,Educativo,2025-01-28,2820486,671,15564071,11.78,6,0,0,52
CLI-008938,Ñeembucú,Asunción Luque,Aliado,Tarjeta,2022-12-11,3207600,567,3696627,41.03,12,1,120,0
CLI-008939,Asunción,Filadelfia,Sucursal,Vehicular,2023-10-18,3572915,539,19100477,22.45,4,1,90,0
CLI-008940,Boquerón,Asunción Luque,App,PyME,2023-03-13,9323487,588,20000000,30.1,6,0,0,7
CLI-008941,Alto Paraguay,Asunción Luque,Online,Educativo,2025-08-20,1800000,585,4000000,19.52,12,1,90,0
CLI-008942,Ñeembucú,Villa Hayes,Sucursal,PyME,2024-03-22,12876560,674,38211609,20.23,12,0,0,23
CLI-008943,Central,Asunción Centro,Aliado,Educativo,2024-09-06,5762928,657,4901384,14.11,6,1,90,0
CLI-008944,Itapúa,Villa Hayes,Aliado,Consumo,2024-02-17,9240505,667,4085372,20.04,4,0,0,45
CLI-008945,Canindeyú,Asunción San Lorenzo,App,Educativo,2025-02-03,2980696,625,6664002,16.49,12,0,0,19
CLI-008946,Presidente Hayes,Coronel Oviedo,Sucursal,Vivienda,2025-05-26,6067494,583,30000000,15.67,4,0,0,10
CLI-008947,Caaguazú,San Juan Bautista,App,Consumo,2023-06-16,13741326,485,8845651,29.19,12,0,0,35
CLI-008948,Central,Encarnación,Online,Tarjeta,2023-04-09,10078128,596,2604117,40.5,12,1,90,0
CLI-008949,Caaguazú,Caazapá,App,PyME,2025-04-21,4127381,452,20000000,23.25,4,1,270,0
CLI-008950,Ñeembucú,Pilar,Sucursal,Tarjeta,2024-04-04,9453285,749,1983432,45.41,12,0,0,39
CLI-008951,Caazapá,Ciudad del Este,Sucursal,Vivienda,2023-06-06,12207334,594,109738837,12.05,4,0,0,13
CLI-008952,Alto Paraguay,San Pedro del Ycuamandiyú,Sucursal,Educativo,2023-09-11,4956242,736,6964945,13.63,6,1,330,0
CLI-008953,Boquerón,Villarrica,Online,Consumo,2023-07-26,1800000,660,12888316,36.0,12,1,150,0
CLI-008954,Guairá,Coronel Oviedo,Online,Educativo,2025-03-21,8113370,555,4000000,20.5,6,0,0,9
CLI-008955,Presidente Hayes,Concepción,App,PyME,2023-12-12,5097201,531,20000000,30.76,6,1,180,0
CLI-008956,Alto Paraguay,Coronel Oviedo,Online,PyME,2025-09-02,13848582,701,79949700,30.71,12,0,0,36
CLI-008957,San Pedro,Villa Hayes,Sucursal,Educativo,2025-01-14,3395280,727,5072605,13.32,6,0,0,27
CLI-008958,Itapúa,Pedro Juan Caballero,App,Tarjeta,2023-01-25,3052041,456,1000000,37.13,12,1,30,0
CLI-008959,Boquerón,Salto del Guairá,Aliado,PyME,2025-06-09,6238043,604,20000000,26.78,6,1,240,0
CLI-008960,San Pedro,Asunción Luque,Aliado,Consumo,2024-08-04,2294553,555,9212748,20.75,6,0,0,13
CLI-008961,Misiones,Pedro Juan Caballero,Aliado,Tarjeta,2022-11-10,3874676,643,1025772,39.36,12,1,270,0
CLI-008962,Canindeyú,Caacupé,App,Vehicular,2022-12-11,6577666,596,45754761,14.6,12,0,0,58
CLI-008963,San Pedro,Caazapá,Aliado,Vehicular,2022-08-28,9177636,597,14473902,21.09,6,0,0,44
CLI-008964,Canindeyú,San Pedro del Ycuamandiyú,Sucursal,Educativo,2024-06-29,4203718,618,4000000,13.12,12,0,0,51
CLI-008965,Boquerón,Villa Hayes,Sucursal,Consumo,2022-04-03,16925727,729,13638569,36.26,6,0,0,42
CLI-008966,Alto Paraná,Pedro Juan Caballero,Aliado,Vivienda,2025-06-16,4011549,413,34023192,10.85,6,0,0,40
CLI-008967,Amambay,Pedro Juan Caballero,Online,Educativo,2024-01-12,3713136,589,7587638,17.6,6,1,180,0
CLI-008968,Central,Concepción,Aliado,PyME,2025-05-10,10228895,738,20000000,25.92,6,0,0,55
CLI-008969,Alto Paraguay,Pilar,Aliado,Educativo,2024-04-10,8812331,781,4000000,18.9,12,0,0,6
CLI-008970,Concepción,Coronel Oviedo,Sucursal,Vehicular,2025-02-03,3716286,740,25630779,12.37,6,1,300,0
CLI-008971,Caazapá,Asunción Luque,Online,Vivienda,2023-04-05,7014032,634,58203063,14.58,4,0,0,9
CLI-008972,Asunción,San Juan Bautista,Aliado,Consumo,2024-02-11,7763404,507,17641056,30.23,12,0,0,12
CLI-008973,Guairá,Coronel Oviedo,Sucursal,Consumo,2025-06-21,4200355,647,48670351,16.19,12,1,30,0
CLI-008974,Asunción,Fuerte Olimpo,Sucursal,PyME,2022-07-04,10536937,660,35556456,27.94,12,1,180,0
CLI-008975,Alto Paraguay,Asunción Centro,App,Consumo,2024-09-29,8245158,706,15729516,36.77,12,1,30,0
CLI-008976,Alto Paraná,Asunción San Lorenzo,Online,Vehicular,2023-12-22,8776724,572,13091729,13.36,12,1,330,0
CLI-008977,Asunción,Fuerte Olimpo,Aliado,PyME,2022-03-31,1811889,512,35355756,23.7,4,1,210,0
CLI-008978,Alto Paraguay,Pedro Juan Caballero,Sucursal,Tarjeta,2023-03-29,4103807,580,1441482,39.03,12,0,0,56
CLI-008979,Amambay,Encarnación,Sucursal,Educativo,2024-05-21,7835698,653,10225647,15.09,6,0,0,9
CLI-008980,Central,Fuerte Olimpo,App,PyME,2024-03-29,7944733,610,22296414,21.01,4,0,0,10
CLI-008981,Ñeembucú,Filadelfia,App,Educativo,2025-05-14,7204089,686,4000000,10.68,12,1,120,0
CLI-008982,Caaguazú,Villa Hayes,Sucursal,Tarjeta,2023-11-28,13518259,541,3898003,36.33,12,0,0,21
CLI-008983,Canindeyú,Villa Hayes,Online,PyME,2024-11-15,5638573,574,22765265,14.16,12,0,0,20
CLI-008984,Caazapá,Filadelfia,Aliado,Vehicular,2024-03-09,3973642,480,18784094,21.53,4,0,0,42
CLI-008985,San Pedro,Encarnación,App,Vehicular,2025-05-03,11882946,476,52896707,12.38,6,0,0,45
CLI-008986,Cordillera,Villa Hayes,Online,Tarjeta,2022-12-10,2969534,463,1000000,43.97,12,1,330,0
CLI-008987,Boquerón,Concepción,Sucursal,Educativo,2022-06-23,5860567,734,4461743,10.45,6,1,60,0
CLI-008988,Alto Paraguay,Concepción,Sucursal,Educativo,2022-06-20,4037581,634,4000000,20.96,12,0,0,30
CLI-008989,Presidente Hayes,Asunción Luque,Sucursal,Vivienda,2024-12-21,3958468,547,30000000,15.34,12,1,210,0
CLI-008990,Central,San Pedro del Ycuamandiyú,Online,Consumo,2022-01-09,2005341,609,10683491,21.07,4,1,120,0
CLI-008991,Ñeembucú,Pilar,Online,PyME,2022-03-24,3339509,384,32268072,17.44,6,1,30,0
CLI-008992,Canindeyú,Filadelfia,Online,Educativo,2023-01-29,5827227,565,4000000,17.01,6,0,0,12
CLI-008993,San Pedro,Coronel Oviedo,App,Consumo,2022-08-01,8634510,672,5652198,28.2,4,0,0,30
CLI-008994,Central,Fuerte Olimpo,App,Consumo,2022-12-31,2225132,682,2897564,19.11,12,0,0,21
CLI-008995,Cordillera,Coronel Oviedo,Online,PyME,2022-12-30,9638458,651,20000000,17.84,4,1,330,0
CLI-008996,Canindeyú,Villa Hayes,Aliado,Vehicular,2024-12-10,5352248,679,10000000,12.9,4,1,270,0
CLI-008997,Asunción,Asunción San Lorenzo,Sucursal,Tarjeta,2024-09-20,5743030,595,1000000,39.2,12,0,0,13
CLI-008998,Alto Paraguay,Coronel Oviedo,App,PyME,2025-05-29,7611573,687,20000000,30.79,12,0,0,42
CLI-008999,Amambay,Caacupé,App,Vehicular,2024-01-07,4174660,629,27309530,24.64,12,1,240,0
CLI-009000,Alto Paraguay,Coronel Oviedo,Sucursal,Vehicular,2023-08-22,9177619,665,10000000,23.75,4,0,0,43
CLI-009001,Cordillera,Filadelfia,App,PyME,2023-04-23,1800000,602,183107993,19.05,6,1,210,0
CLI-009002,Caaguazú,Villarrica,Aliado,Vivienda,2024-01-31,4435402,736,30000000,16.06,6,0,0,12
CLI-009003,Central,Asunción Centro,App,Consumo,2022-03-12,5560777,612,11741124,26.76,6,0,0,16
CLI-009004,Itapúa,Ciudad del Este,Online,Vivienda,2024-08-26,12356026,536,53040425,11.43,6,0,0,46
CLI-009005,Canindeyú,Concepción,Online,Educativo,2022-12-22,3997234,712,29039959,21.11,6,0,0,25
CLI-009006,San Pedro,Encarnación,Online,Vehicular,2023-06-04,8068283,574,20624673,22.73,4,1,30,0
CLI-009007,Presidente Hayes,San Pedro del Ycuamandiyú,App,PyME,2022-03-15,4141972,543,33539158,20.17,6,1,210,0
CLI-009008,Asunción,Pilar,Aliado,Vivienda,2025-03-30,8571004,492,51686993,16.26,4,0,0,31
CLI-009009,Concepción,Fuerte Olimpo,App,Educativo,2023-11-28,2466934,556,4000000,19.05,6,0,0,8
CLI-009010,Presidente Hayes,Ciudad del Este,Aliado,Tarjeta,2025-04-14,6814950,503,1635480,47.51,12,0,0,48
CLI-009011,Canindeyú,Fuerte Olimpo,App,Tarjeta,2024-11-03,9070560,636,5409395,37.0,12,0,0,22
CLI-009012,Alto Paraguay,Villa Hayes,Aliado,Vivienda,2025-07-30,2012758,598,109261616,15.88,6,0,0,11
CLI-009013,Alto Paraná,Asunción Luque,Online,Tarjeta,2023-12-27,3620600,850,1881646,35.37,12,0,0,25
CLI-009014,Canindeyú,Pilar,Aliado,Tarjeta,2025-05-20,6154714,541,1000000,50.0,12,0,0,62
CLI-009015,Ñeembucú,Coronel Oviedo,Online,Vivienda,2023-07-25,4870041,731,30000000,9.63,6,0,0,50
CLI-009016,Boquerón,Encarnación,Aliado,Consumo,2025-05-01,3335212,608,15828343,22.54,12,1,60,0
CLI-009017,Caaguazú,Caacupé,Sucursal,Vehicular,2025-06-13,3709518,777,13600978,24.73,12,1,240,0
CLI-009018,Amambay,Villa Hayes,Sucursal,PyME,2023-10-22,5183580,633,20000000,17.62,6,0,0,34
CLI-009019,Paraguarí,Pedro Juan Caballero,Sucursal,Educativo,2022-01-06,8131372,563,9994048,16.65,12,1,90,0
CLI-009020,Itapúa,Villa Hayes,Online,Educativo,2022-11-29,8770532,640,6576095,15.35,12,0,0,44
